% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.540234133e+04 +6.540234133e+04 +6.485584133e+04 +6.485584133e+04 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02
10 +4.386288715e+04 +4.386288715e+04 +4.331638715e+04 +4.331638715e+04 -2.1277e+00 -3.8001e+00 -1.6285e+00 +4.2534e+00 -3.7688e-01 +1.0537e+00 -4.2138e+00 -3.8532e-01 +1.1566e+00 +5.8503e-01
30 +3.471358075e+04 +3.471358075e+04 +3.416708075e+04 +3.416708075e+04 +2.2036e+00 +9.8612e-01 +1.5909e+00 -4.9250e+00 +1.2844e+00 -4.8487e+00 +3.7483e+00 +2.9109e+00 -9.4389e-01 -1.5703e-01
35 +1.058179518e+04 +1.058179518e+04 +1.003529518e+04 +1.003529518e+04 -3.9024e-01 -2.8740e+00 -2.2689e+00 +1.2948e+00 +1.4631e+00 -2.0998e+00 -3.3686e+00 +6.3188e-01 -2.8744e+00 -3.8943e-01
92 +3.580438867e+03 +3.580438867e+03 +3.033938867e+03 +3.033938867e+03 -1.8802e-03 +3.5071e+00 -1.3078e+00 -6.3364e-02 +1.2853e+00 +5.0184e-01 -1.0603e+00 +1.3823e+00 -3.4474e+00 +1.5078e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.367180177e+04 +7.367180177e+04 +7.467180177e+04 +7.467180177e+04 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02
2 +3.979149300e+04 +3.979149300e+04 +4.079149300e+04 +4.079149300e+04 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
18 +1.829069739e+04 +1.829069739e+04 +1.929069739e+04 +1.929069739e+04 -2.2266e+00 -3.2690e+00 -4.1450e+00 -3.8735e-01 -3.4129e+00 +1.8991e+00 -1.4349e+00 -7.2981e-01 -4.5699e+00 -2.8152e+00
34 +1.478941705e+04 +1.478941705e+04 +1.578941705e+04 +1.578941705e+04 -6.3943e-01 +1.6363e-01 -3.4782e+00 -4.1129e-01 -4.0606e-01 -3.4226e-01 -3.8379e+00 -7.8617e-01 -4.4380e+00 -2.7828e+00
% function evaluation | noise-free fitness - Fopt (2.083800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.842002248e+04 +6.842002248e+04 +6.862840248e+04 +6.862840248e+04 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02
12 +4.725495111e+04 +4.725495111e+04 +4.746333111e+04 +4.746333111e+04 +2.4054e+00 +1.4662e+00 +3.7271e+00 -3.6561e+00 -9.0829e-01 +1.6897e-01 +1.9600e-01 -3.3165e+00 -3.0456e+00 +1.5240e+00
31 +2.865861902e+04 +2.865861902e+04 +2.886699902e+04 +2.886699902e+04 +2.3183e+00 -4.7614e+00 -2.6018e+00 +2.6097e+00 +2.1237e+00 -1.3652e+00 +3.6204e-01 -1.6886e+00 -2.9395e+00 +2.1651e+00
56 +2.210372664e+04 +2.210372664e+04 +2.231210664e+04 +2.231210664e+04 +1.9040e+00 -3.8622e-01 -3.3380e+00 +3.3910e+00 -1.0533e+00 -6.7269e-01 -1.9267e+00 +4.5029e+00 -8.4398e-01 +1.7211e+00
92 +7.159298485e+03 +7.159298485e+03 +7.367678485e+03 +7.367678485e+03 -1.8802e-03 +3.5071e+00 -1.3078e+00 -6.3364e-02 +1.2853e+00 +5.0184e-01 -1.0603e+00 +1.3823e+00 -3.4474e+00 +1.5078e+00
% function evaluation | noise-free fitness - Fopt (-1.449600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.439012643e+04 +7.439012643e+04 +7.424516643e+04 +7.424516643e+04 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02
10 +3.453913048e+04 +3.453913048e+04 +3.439417048e+04 +3.439417048e+04 -2.1277e+00 -3.8001e+00 -1.6285e+00 +4.2534e+00 -3.7688e-01 +1.0537e+00 -4.2138e+00 -3.8532e-01 +1.1566e+00 +5.8503e-01
35 +1.640843432e+04 +1.640843432e+04 +1.626347432e+04 +1.626347432e+04 -3.9024e-01 -2.8740e+00 -2.2689e+00 +1.2948e+00 +1.4631e+00 -2.0998e+00 -3.3686e+00 +6.3188e-01 -2.8744e+00 -3.8943e-01
46 +1.146925324e+04 +1.146925324e+04 +1.132429324e+04 +1.132429324e+04 +9.4410e-01 +1.5421e+00 -2.8908e+00 -2.1468e+00 -4.7603e+00 +3.1889e+00 -1.2778e+00 +5.2423e-01 -2.3643e+00 -1.3265e-02
92 +6.918651074e+03 +6.918651074e+03 +6.773691074e+03 +6.773691074e+03 -1.8802e-03 +3.5071e+00 -1.3078e+00 -6.3364e-02 +1.2853e+00 +5.0184e-01 -1.0603e+00 +1.3823e+00 -3.4474e+00 +1.5078e+00
% function evaluation | noise-free fitness - Fopt (-6.300000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.157640961e+04 +3.157640961e+04 +3.157010961e+04 +3.157010961e+04 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02
16 +1.106482484e+04 +1.106482484e+04 +1.105852484e+04 +1.105852484e+04 -2.4346e+00 +2.9541e+00 -1.6852e+00 +3.9242e+00 -2.1498e+00 +5.2187e-01 +2.2975e-01 -4.3779e+00 +1.0779e+00 +1.8851e+00
