% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.465666932e+07 +1.465666932e+07 +1.465674559e+07 +1.465674559e+07 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02
2 +3.831726963e+06 +3.831726963e+06 +3.831803233e+06 +3.831803233e+06 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
8 +1.306816654e+04 +1.306816654e+04 +1.314443654e+04 +1.314443654e+04 +1.9460e+00 -9.4486e-01 -3.2559e+00 -1.1383e+00 +2.4925e+00 -2.5095e+00 +8.0383e-01 -4.7298e+00 +8.8745e-01 +3.8622e+00
70 +6.366230391e+02 +6.366230391e+02 +7.128930391e+02 +7.128930391e+02 +8.2842e-01 +1.2718e+00 +1.9835e+00 +3.7212e-01 -6.2796e-01 +2.2829e+00 +1.2100e+00 -1.5398e+00 -4.6313e+00 -3.1322e+00
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.542516859e+06 +6.542516859e+06 +6.542494309e+06 +6.542494309e+06 +3.6984e+00 +1.1787e+00 +2.1331e+00 -1.5447e+00 +3.2123e+00 +1.0097e+00 -8.5655e-01 +7.0947e-02 +3.0123e+00 +1.5050e-02
2 +2.281232162e+05 +2.281232162e+05 +2.281006662e+05 +2.281006662e+05 -5.0150e-01 +6.4328e-01 -4.3597e+00 +2.2217e+00 +3.8513e-01 -3.6670e+00 -2.7578e+00 +3.4628e+00 +1.6864e+00 -3.2108e+00
14 +4.536845953e+04 +4.536845953e+04 +4.534590953e+04 +4.534590953e+04 -3.2085e+00 +3.8712e+00 -3.8887e+00 +1.7920e+00 -3.7272e+00 +3.4466e+00 -4.7782e+00 +4.3807e+00 -1.3294e+00 +8.3550e-02
42 +6.489047688e+03 +6.489047688e+03 +6.466497688e+03 +6.466497688e+03 -3.3584e+00 -2.2052e+00 +4.3441e+00 +3.9047e-01 +2.6659e+00 -1.4712e+00 -2.8556e-01 -1.2209e+00 -4.6016e+00 +3.2024e+00
44 +4.463595207e+03 +4.463595207e+03 +4.441045207e+03 +4.441045207e+03 +3.0920e-01 +1.1060e-01 -6.1725e-01 -3.2980e+00 +1.0795e+00 +7.8825e-01 +2.8587e+00 -3.5854e+00 +1.6189e+00 +3.2136e+00
